"id","raw","encodedpred","label","dist","training_count","not_exact"
"6489","2 teaspoons lemon juice","2 teaspoons lemon juice","lemon juice","lemon juice","0.13012438","66","False"
"8863","1 large onion (sliced)","1 large onion ( sliced )","yellow onion","yellow onion","0.13909419","164","False"
"8006","1/2 small red onion","1 / 2 small red onion","red onion","red onion","0.06287156","67","False"
"3220","Kosher salt","Kosher salt","kosher salt","kosher salt","0.07858954","113","False"
"8139","3 cloves Garlic","3 cloves Garlic","garlic","garlic","0.15697622","331","False"
"5234","Crusty bread (optional)","Crusty bread ( optional )","French bread","French bread","0.15597609","9","True"
"6289","1 oz. fresh goat cheese, crumbled","1 oz . fresh goat cheese , crumbled","crumbled fresh soft goat cheese","crumbled fresh soft goat cheese","0.19954208","12","False"
"6404","3/8 teaspoon salt","3 / 8 teaspoon salt","table salt","table salt","0.10439084","208","False"
"3148","4 large leeks, white and light green parts only, roughly chopped (about 5 cups)","4 large leeks , white and light green parts only , roughly chopped ( about 5 cups )","leek","leek","0.15341008","11","False"
"677","2 tablespoons olive oil","2 tablespoons olive oil","olive oil","olive oil","0.06358764","223","False"
"4844","1 tbsp olive oil","1 tbsp olive oil","olive oil","olive oil","0.09707101","223","False"
"1458","1/2 teaspoon nutmeg","1 / 2 teaspoon nutmeg","ground nutmeg","ground nutmeg","0.089659266","11","False"
"6157","1 pound green beans, trimmed, cut into 1 1/2-inch lengths","1 pound green beans , trimmed , cut into 1 1 / 2 - inch lengths","fresh green bean","fresh green bean","0.10006887","11","False"
"4414","1/4 cup of sour cream","1 / 4 cup of sour cream","sour cream","sour cream","0.06955047","23","False"
"4703","lime wedges, for serving","lime wedges , for serving","lime","lime","0.21482405","24","False"
"8227","1/2 cup basil","1 / 2 cup basil","fresh basil","fresh basil","0.12931207","39","False"
"6175","½ teaspoon allspice","1 / 2 teaspoon allspice","ground allspice","ground allspice","0.24426007","4","False"
"4514","1 tablespoon very cold butter, cubed","1 tablespoon very cold butter , cubed","unsalted butter","unsalted butter","0.15885088","93","False"
"4806","1 Tbsp. olive oil","1 Tbsp . olive oil","olive oil","olive oil","0.10044469","223","False"
"4204","cilantro, roughly chopped","cilantro , roughly chopped","cilantro","cilantro","0.044357624","117","False"
"6001","2 pounds stewing beef (trimmed and cubed)","2 pounds stewing beef ( trimmed and cubed )","chuck steak","chuck steak","0.1697242","7","False"
"6785","1 tablespoon salt, or as needed","1 tablespoon salt , or as needed","table salt","table salt","0.12185176","208","False"
"8407","¼ tsp Crushed Red Pepper Flakes","1 / 4 tsp Crushed Red Pepper Flakes","crushed red pepper flake","crushed red pepper flake","0.21859267","57","False"
"226","1 unit Red Onion","1 UNK Red Onion","red onion","red onion","0.20767502","67","False"
"7729","1 teaspoon crushed red pepper flakes (or more to taste)","1 teaspoon crushed red pepper flakes ( or more to taste )","crushed red pepper flake","crushed red pepper flake","0.08056733","57","False"
"7238","20 oz. Sweet Potatoes","20 oz . Sweet Potatoes","sweet potato","sweet potato","0.15077347","22","False"
"3605","4 cups thinly sliced baby bok choy","4 cups thinly sliced baby bok choy","baby bok choy","baby bok choy","0.082012974","11","False"
"5050","1 cup parsley leaves with tender stems (about ½ bunch)","1 cup parsley leaves with tender stems ( about 1 / 2 bunch )","fresh parsley","fresh parsley","0.15842152","85","False"
"2155","6 bone-in, skin-on chicken thighs","6 bone - in , skin - on chicken thighs","bone-in chicken thigh with skin","bone-in chicken thigh with skin","0.20009193","8","False"
"2407","1 tsp mild chilli powder","1 tsp mild UNK powder","chili powder","chili powder","0.24447739","39","False"
"533","1 tsp cumin","1 tsp cumin","ground cumin","ground cumin","0.13890813","72","False"
"4413","3 tbsp of cilantro (finely chopped)","3 tbsp of cilantro ( finely chopped )","cilantro","cilantro","0.13006066","117","False"
"4158","1/4 teaspoon crushed red pepper","1 / 4 teaspoon crushed red pepper","crushed red pepper flake","crushed red pepper flake","0.14043447","57","False"
"6009","6 cups beef broth","6 cups beef broth","beef broth","beef broth","0.06911431","17","False"
"7793","6 tablespoons whole-wheat panko (Japanese breadcrumbs)","6 tablespoons whole - wheat panko ( Japanese breadcrumbs )","panko bread crumb","panko bread crumb","0.23196374","23","True"
"6425","2 tablespoons unsalted butter","2 tablespoons unsalted butter","unsalted butter","unsalted butter","0.023348525","93","False"
"8532","½ cup or more freshly grated Parmesan","1 / 2 cup or more freshly grated Parmesan","grated parmesan cheese","grated parmesan cheese","0.22748083","57","False"
"2663","1/2 hot red pepper (or jalapeno thinly sliced)","1 / 2 hot red pepper ( or jalapeno thinly sliced )","fresh red chili pepper","fresh red chili pepper","0.17940316","8","False"
"6637","1 pound fresh asparagus","1 pound fresh asparagus","fresh green asparagus","fresh green asparagus","0.14994122","11","False"
"4996","2-3 tablespoon lemon juice","2 - 3 tablespoon lemon juice","lemon juice","lemon juice","0.0867271","66","False"
"6418","1/2 cup roasted red pepper hummus","1 / 2 cup roasted red pepper hummus","hummus","hummus","0.15513954","9","True"
"3095","2 tablespoons cilantro (, fresh, chopped )","2 tablespoons cilantro ( , fresh , chopped )","cilantro","cilantro","0.113426015","117","False"
"8598","1 1/2 cups almond milk","1 1 / 2 cups almond milk","almond milk","almond milk","0.06493333","14","False"
"3004","2 teaspoons dried basil","2 teaspoons dried basil","ground dried basil","ground dried basil","0.09300881","9","False"
"5340","3/4 cup panko bread crumbs","3 / 4 cup panko bread crumbs","panko bread crumb","panko bread crumb","0.059563868","23","False"
"4652","5 slices bacon, cooked crisp and chopped","5 slices bacon , cooked crisp and chopped","bacon","bacon","0.16404034","23","False"
"161","2 Carrots","2 Carrots","carrot","carrot","0.18256418","61","False"
"4231","green onions","green onions","green onion","green onion","0.07330616","109","False"
"3768","1/2 tsp. Cinnamon","1 / 2 tsp . Cinnamon","ground cinnamon","ground cinnamon","0.12435065","19","False"
"3448","¾ cup Parboiled White Rice","3 / 4 cup UNK White Rice","white rice","white rice","0.25830138","25","False"
"5037","1” piece fresh peeled ginger","1 piece fresh peeled ginger","fresh ginger","fresh ginger","0.07436453","124","False"
"3067","pepper to taste","pepper to taste","ground black pepper","ground black pepper","0.30090997","200","False"
"5241","1 c. <p>shredded Cheddar</p>","1 c . shredded Cheddar","shredded yellow cheddar cheese","shredded yellow cheddar cheese","0.14322446","26","False"
"5105","2 (14-ounce) cans chopped tomatoes","2 ( 14 - ounce ) cans chopped tomatoes","diced tomato","diced tomato","0.14613408","26","True"
"1919","3/4 cups milk","3 / 4 cups milk","whole milk","whole milk","0.15531439","10","False"
"6042","1 Peach","1 Peach","yellow peach","yellow peach","0.17680982","4","False"
"8510","1 small bunch flat-leaf spinach, thick stems removed (about 6 cups)","1 small bunch flat - leaf spinach , thick stems removed ( about 6 cups )","fresh spinach","fresh spinach","0.20541723","50","True"
"3759","8 ounces 93% lean ground turkey","8 ounces UNK % lean ground turkey","93% lean ground turkey","93% lean ground turkey","0.06280586","4","False"
"1338","1 tsp dried basil","1 tsp dried basil","ground dried basil","ground dried basil","0.10531539","9","False"
"6590","1 large leaf of lettuce","1 large leaf of lettuce","romaine lettuce","romaine lettuce","0.184239","27","False"
"5270","½ red bell pepper ((cut into large bite-sized pieces))","1 / 2 red bell pepper ( ( cut into large bite - sized pieces ) )","red bell pepper","red bell pepper","0.07355396","60","False"
"4955","4 cloves garlic","4 cloves garlic","garlic","garlic","0.068995625","331","False"
"3829","5 ounces baby spinach","5 ounces baby spinach","fresh spinach","fresh spinach","0.26638904","50","False"
"2835","8 oz uncooked noodles, No-Yolk noodles","8 oz uncooked noodles , No - Yolk noodles","egg noodle","egg noodle","0.20140703","3","True"
"7106","½ cup crème fraîche or whole milk Greek yogurt, at room temperature","1 / 2 cup crème fraîche or whole milk Greek yogurt , at room temperature","creme fraiche","creme fraiche","0.16348436","1","False"
"2048","1 tsp ground cinnamon","1 tsp ground cinnamon","ground cinnamon","ground cinnamon","0.03143412","19","False"
"7566","2 teaspoons dried oregano","2 teaspoons dried oregano","dried oregano leaf","dried oregano leaf","0.07938754","41","False"
"1983","1 Tspn Black pepper (freshly ground)","1 UNK Black pepper ( freshly ground )","ground black pepper","ground black pepper","0.27852306","200","False"
"1905"," Salt","Salt","table salt","table salt","0.14866862","208","False"
"2951","2 garlic cloves, peeled","2 garlic cloves , peeled","garlic","garlic","0.15613776","331","False"
"1382","1 tablespoon Dijon mustard","1 tablespoon Dijon mustard","dijon mustard","dijon mustard","0.07633631","29","False"
"743","1 tbsp butter","1 tbsp butter","unsalted butter","unsalted butter","0.114158966","93","False"
"5295","1/2 teaspoon onion powder","1 / 2 teaspoon onion powder","onion powder","onion powder","0.09126212","13","False"
"8785","1 teaspoon rice vinegar","1 teaspoon rice vinegar","rice vinegar","rice vinegar","0.05320777","44","False"
"8931","1 teaspoon kosher salt","1 teaspoon kosher salt","kosher salt","kosher salt","0.044250302","113","False"
"1497","4 whole-wheat sesame seed buns","4 whole - wheat sesame seed buns","hamburger bun","hamburger bun","0.21247876","10","True"
"4441","⅛ kabocha (squash/pumpkin)","1 / 8 kabocha ( squash / pumpkin )","acorn squash","acorn squash","0.10551173","2","True"
"657","1 tablespoon mayonnaise","1 tablespoon mayonnaise","regular mayonnaise","regular mayonnaise","0.11712843","33","False"
"1017","2 lettuce leaves","2 lettuce leaves","romaine lettuce","romaine lettuce","0.10794587","27","False"
"1560","4 boneless, skinless salmon fillets, about 550g/1lb 4oz in total, cut into chunks","4 boneless , skinless salmon fillets , about 550 g / UNK 4 oz in total , cut into chunks","farmed atlantic salmon","farmed atlantic salmon","0.1491403","19","False"
"6980","½ teaspoon cumin","1 / 2 teaspoon cumin","ground cumin","ground cumin","0.1306378","72","False"
"5024","⅓ cup water","1 / 3 cup water","tap water","tap water","0.08091467","92","False"
"7113","⅛ teaspoon black pepper","1 / 8 teaspoon black pepper","ground black pepper","ground black pepper","0.15031497","200","False"
"2642","2 Tablespoons lime juice","2 Tablespoons lime juice","lime juice","lime juice","0.04342784","71","False"
"3443","1/4 lb. fresh spinach","1 / 4 lb . fresh spinach","fresh spinach","fresh spinach","0.029672474","50","False"
"2953","1 teaspoon sugar","1 teaspoon sugar","white sugar","white sugar","0.135519","51","False"
"229","2 tablespoon Soy Sauce","2 tablespoon Soy Sauce","soy sauce","soy sauce","0.14766358","51","False"
"6938","1 Tablespoon Minced Fresh Ginger","1 Tablespoon Minced Fresh Ginger","fresh ginger","fresh ginger","0.17952877","124","False"
"4706","tortillas, optional for serving","tortillas , optional for serving","flour tortilla","flour tortilla","0.15611961","13","True"
"2523","2 tablespoons (30ml) juice from 1 lemon, divided","2 tablespoons ( UNK ) juice from 1 lemon , divided","lemon juice","lemon juice","0.19504355","66","False"
"73","1 tsp sea salt (or to taste)","1 tsp sea salt ( or to taste )","table salt","table salt","0.14355752","208","True"
"4323","1/4 cup onion, finely diced","1 / 4 cup onion , finely diced","yellow onion","yellow onion","0.13074288","164","False"
"4505","1 can cream of mushroom soup ((10.5 oz))","1 can cream of mushroom soup ( ( 10 . 5 oz ) )","cream of mushroom soup","cream of mushroom soup","0.10818401","2","False"
"711","1 boneless, skinless chicken breast, poached and shredded (about 2 cups)","1 boneless , skinless chicken breast , poached and shredded ( about 2 cups )","skinless chicken breast","skinless chicken breast","0.19702366","53","False"
"6076","2 yellow bell pepper, seeded and thinly sliced","2 yellow bell pepper , seeded and thinly sliced","yellow bell pepper","yellow bell pepper","0.10460575","7","False"
"5158","2 teaspoons minced garlic","2 teaspoons minced garlic","garlic","garlic","0.17499371","331","False"
"8717","1 Lime","1 Lime","lime","lime","0.14529572","24","False"
"3373","1 ripe avocado, diced","1 ripe avocado , diced","hass avocado","hass avocado","0.24490729","64","False"
"8180","1 large egg","1 large egg","egg","egg","0.051296104","93","False"
"1754","8 slices bread","8 slices bread","sandwich bread","sandwich bread","0.19000143","31","False"
"3684","Flaky sea salt","Flaky sea salt","kosher salt","kosher salt","0.10992627","113","True"
"8259","2 tablespoons butter","2 tablespoons butter","unsalted butter","unsalted butter","0.09479433","93","False"
"8825","1 cup almond milk","1 cup almond milk","almond milk","almond milk","0.07110014","14","False"
"436","1 cup julienned red and/or yellow bell pepper","1 cup julienned red and / or yellow bell pepper","yellow bell pepper","yellow bell pepper","0.13605219","7","False"
"8488","1 tablespoon brown sugar","1 tablespoon brown sugar","light brown sugar","light brown sugar","0.093712054","32","False"
"691","1-2 cups water","1 - 2 cups water","tap water","tap water","0.0824064","92","False"
"8383","1/2 teaspoon salt, or to taste","1 / 2 teaspoon salt , or to taste","table salt","table salt","0.13996729","208","False"
"6873","15 oz can black beans, rinsed and drained","15 oz can black beans , rinsed and drained","black bean","black bean","0.14831018","26","False"
